SiteID,start_year,end_year,n_obs,Protocol,slope_richness,p_richness,slope_temp,p_temp,slope_flow,p_flow,Latitude,Longitude,seg_id_nat,elevation,HFP_mean,slope_salinity,p_salinity,slope_organic,p_organic,mean_salinity,mean_organic,mean_temp,mean_flow,geometry,HYBAS_ID,slope_LCBD,p_LCBD,slope_Fdis,p_Fdis,zone
S9491,2002,2018,15,Electrofishing,0,0.59827566,-0.005508247,0.836819705,0.002000169,0.896011267,54.93746,-2.698759033,20251918,131,30,-3.349769592,0.773080066,-1.606077576,0.536648236,154.3587189,17.57534599,9.894149736,5.414954033,POINT (-2.698759033 54.93746),2040048790,4.00E-08,0.88183485,-0.095023759,1,Intermediate
S9627,2001,2018,16,Electrofishing,0,0.938697291,0.002558211,0.939613698,0.034634856,0.512581776,53.85648,-2.766198352,20274590,11,30,53.9888805,0.172694363,-0.580093384,0.939613698,589.9086304,24.58498001,10.17823386,9.894918951,POINT (-2.766198352 53.85648),2040048790,-4.26E-07,0.964089361,-0.034513371,0.16585666,Intermediate
S11311,1999,2018,11,Electrofishing,0.257843977,0.132417582,0.011834442,0.58125476,-0.020397523,0.858559728,50.88705,0.246980609,20352347,26,30.025127,190.2778592,0.183447228,-0.215248108,0.974117747,2094.425537,52.71148682,12.96573971,3.167345235,POINT (0.246980609 50.88705),2040048790,2.22E-07,0.876269664,-0.046358176,0.755496875,Warm
S11932,2001,2017,10,Electrofishing_backpack,-0.321559847,0.178080646,0.0022238,0.967142331,4.033446942,0.334117463,60.66556,26.84132,20153105,25,30.129547,-29.12940063,0.00084809,-0.772378876,0.009455362,143.595047,1.745966911,7.827344193,274.9784588,POINT (26.84132 60.66556),2040028660,-3.80E-06,0.020044669,0.026713936,0.28761132,Cold
S11934,2001,2016,10,Electrofishing_backpack,-0.460263232,0.021595317,0.019382361,0.558350909,4.033446942,0.352823303,60.66543,26.84273,20153105,25,30.129547,-30.51821273,0.001892819,-0.864141133,0.004562261,144.7736816,1.758132458,7.855771101,274.1530263,POINT (26.84273 60.66543),2040028660,-1.08E-05,0.012266061,0.199567942,0.47010076,Cold
S1783,2006,2017,5,Electrofishing,0.334076552,0.963934414,0.04751376,0.450670285,0.228323512,0.771366698,53.4935,-0.661023052,20283547,17,30.15371,302.5212036,0.046744941,6.705582937,0.537133857,1278.485718,145.5284576,12.15966533,37.14383016,POINT (-0.661023052 53.4935),2040048790,-1.36E-07,1,-0.18869134,0.220671362,Intermediate
S1411,1998,2017,14,Electrofishing_backpack,0,0.101882773,0.034330663,0.205754101,-0.078708894,0.290242197,56.95402,16.38437,20215431,15,30.25,,,,,279.8724976,15.32029915,10.78482681,9.202101781,POINT (16.38437 56.95402),2040031500,-5.13E-06,0.037497491,,,Intermediate
S7858,1986,2005,18,Electrofishing_backpack,0,0.447235645,0.04961483,0.001049637,0.898242147,0.45175927,65.9188,24.11315,20054733,13,30.25,0.578811646,0.495662724,-0.098862734,0.256144967,182.7619324,0.519202173,4.823344936,145.8547145,POINT (24.11315 65.9188),2040030100,-3.47E-05,2.21E-05,-0.034977841,1,Cold
S3005,1985,2011,6,Electrofishing,-0.191643415,0.139632079,0.030028274,0.09536481,-0.027956156,0.710022499,53.64854,-1.063523937,20281062,7,30.298437,78.93359375,0.012362333,-5.165533447,0.066575644,1128.214966,30.64014435,11.52509736,10.43179414,POINT (-1.063523937 53.64854),2040048790,-1.00E-05,0.024170547,0.114210349,0.259656356,Intermediate
S8,1987,2017,31,Electrofishing_partialsection,0,0.402611247,0.026990342,0.005897626,-2.878640842,0.248390214,48.68385,7.916471249,20406882,127,30.339466,24.96522924,0.056962468,-0.907832059,0.184932287,698.7233276,15.77051067,12.59137521,1181.273289,POINT (7.916471249 48.68385),2040023010,-3.28E-05,2.04E-08,-0.061792172,1.16E-05,Intermediate
S3406,1996,2014,15,Electrofishing,0,0.82582339,-0.008093547,0.888705591,0.157023325,0.351797865,53.85809,-1.20481142,20274703,9,30.381966,86.11005859,0.141725954,-0.067645264,1,1152.423096,53.93191147,11.22565662,20.39225279,POINT (-1.20481142 53.85809),2040048790,-8.32E-06,0.022821504,0.081635413,0.180964056,Intermediate
S5471,1995,2017,23,Electrofishing_partialsection,-0.115598458,0.325620095,0.031425614,0.26732702,-0.098515694,0.300054755,45.81158,5.088671483,20485190,191,30.436703,23.80118815,0.597354195,0.949648344,0.186660522,804.5186768,5.374183178,13.22815547,174.2042997,POINT (5.088671483 45.81158),2040016230,-1.36E-05,0.00072344,0.055959392,0.000267763,Warm
S3257,1987,2017,17,Electrofishing_wholesection,0.188673108,0.252339912,0.025168517,0.08298295,-0.081482276,0.151210467,49.12606,2.171535869,20396107,82,30.467968,-16.74459403,0.324235102,-0.749352235,9.26E-05,895.0325317,3.608684301,13.75538998,14.47896914,POINT (2.171535869 49.12606),2040022150,-3.47E-08,1,0.002233872,0.967142331,Warm
S3449,1989,2017,19,Electrofishing_backpack,0,0.956920659,0.019272615,0.284975268,2.348128567,0.271977302,58.121,12.10997,20196179,39,30.478224,0.239409916,0.721538652,-0.117536733,0.102689729,104.774437,0.42064181,9.663840437,287.1151189,POINT (12.10997 58.121),2040033320,-3.66E-06,0.002078848,0,1,Intermediate
S1114,1990,2018,14,Electrofishing,0,0.15559472,0.011727666,0.338738311,0.034444233,0.292175171,52.67986,-0.46783529,20305011,38,30.5,486.6283203,0.237301779,-3.650282796,0.487651927,8275.912109,165.4137268,11.84592458,5.260553927,POINT (-0.46783529 52.67986),2040048790,-2.02E-06,0.584070367,-0.029981212,0.581560276,Intermediate
S11334,2005,2017,11,Electrofishing,0,0.493073661,0.000559343,0.951352131,0.062867235,0.331406911,51.20153,0.349589725,20343183,14,30.5,-100.3253255,0.582950558,-9.182287598,0.299665448,1632.028442,39.14648056,12.90515789,6.878444492,POINT (0.349589725 51.20153),2040048790,2.34E-06,0.533416513,-0.148280419,0.275757848,Warm
S11342,1984,2008,6,Electrofishing,0.182439096,0.132587221,0.049490535,0.004714045,0.014212909,0.957318868,52.32935,0.37740924,20313114,4,30.5,207.9027187,0.023486187,-5.069539388,0.183112292,1585.235107,110.1612701,12.45538952,3.0125382,POINT (0.37740924 52.32935),2040048790,-5.14E-05,0.024170547,-0.138094825,0.060289174,Intermediate
S11391,1990,2015,5,Electrofishing,0,0.74387092,0.013013792,0.508454231,0.002228053,0.494176377,52.33946,0.487381624,20313330,11,30.5,208.3663504,0.07784585,-5.823814392,0.354578448,2017.527588,65.55258179,12.40921094,2.015953709,POINT (0.487381624 52.33946),2040048790,-1.72E-05,0.027486336,-0.05709338,0.462432726,Intermediate
S11510,1985,2006,7,Electrofishing,0.222222222,0.124712875,0.072983525,0.004805464,-0.004028482,0.654759323,52.0986,0.695115084,20323357,52,30.5,90.85761719,0.071126727,0.617604574,0.910195684,872.8023682,108.8688202,12.5314856,1.662088704,POINT (0.695115084 52.0986),2040048790,-4.77E-05,0.035498131,0.022352478,0.367520738,Intermediate
S11646,1987,2017,8,Electrofishing,0.183585685,0.135496789,0.023135344,0.095783373,0.014468097,0.372685277,52.5934,1.091615094,20305922,34,30.5,41.71679688,0.052673076,-9.044545492,0.00310269,784.651123,71.41821289,12.31468165,2.969394096,POINT (1.091615094 52.5934),2040048790,-1.38E-05,0.063486531,-0.00497489,0.710523023,Intermediate
S1451,1994,2011,16,Electrofishing,0,0.709646475,-0.012845184,0.595912395,-0.129770259,0.461704166,42.91904,-2.617131,20549802,557,30.5,-471.1363932,0.324712384,-5.658518982,0.040815848,4404.782715,15.1151123,13.03151626,38.92427402,POINT (-2.617131 42.91904),2040016230,-2.01E-06,0.042763426,0,0.610384514,Warm
S1669,1996,2012,5,Electrofishing_backpack,0,0.827270311,0.037637193,0.26605176,0.13764566,0.24183503,57.16951,16.02011,20211572,79,30.5,-1.634161631,0.43382684,-0.395077189,0.17403358,40.25132751,1.617534995,9.828817537,10.13640536,POINT (16.02011 57.16951),2040031500,-3.84E-06,0.027486336,,,Intermediate
S2158,1988,2010,9,Electrofishing,0.111063131,0.359225551,-0.001255961,0.957874599,-0.04947171,0.534464271,52.12909,-0.750933089,20319151,64,30.5,114.8543527,0.597354195,-9.41410319,0.125570199,3382.72583,73.99077606,12.25081676,8.564396056,POINT (-0.750933089 52.12909),2040048790,-2.56E-05,0.004878564,-0.02789086,0.251452187,Intermediate
S3643,2002,2016,13,Electrofishing,0,0.696619019,-0.032672749,0.322299596,0.03044567,0.66427233,53.98533,-1.286266656,20272221,15,30.5,-60.26757813,0.488422317,-13.47774251,0.092459595,1366.132568,62.54771042,11.13677072,12.35290574,POINT (-1.286266656 53.98533),2040048790,-3.81E-06,0.360121648,0.026953161,0.760332308,Intermediate
S4042,2002,2016,10,Electrofishing,0,0.747450984,-0.033595302,0.428480419,0.05194176,0.7348319,54.09827,-1.394428815,20269411,23,30.5,-26.13242188,0.234954784,3.259667969,0.137645846,487.8109436,30.75166702,10.92814506,34.77781881,POINT (-1.394428815 54.09827),2040048790,-9.05E-06,0.2104977,-0.005613326,1,Intermediate
S408,1997,2014,4,Electrofishing,-0.083189033,0.382908688,-0.025114613,0.595912395,0.008499989,0.38493613,50.94037,-0.253746652,20350663,9,30.5,170.7713867,0.404670244,3.686220296,0.595912395,1720.857788,56.25269699,12.59975677,4.140601383,POINT (-0.253746652 50.94037),2040048790,-6.02E-06,0.308179547,-0.069314806,0.308179547,Intermediate
S4578,2001,2018,16,Electrofishing,0,0.81244185,-0.011772714,0.704853461,0.031507452,0.359801747,54.48522,-1.501406612,20261178,36,30.5,-115.527832,0.0153433,-12.22685946,0.008014957,576.5144043,26.92430687,10.51539705,14.14484063,POINT (-1.501406612 54.48522),2040048790,-9.97E-08,1,-0.023468467,0.191670591,Intermediate
S5404,1996,2014,16,Electrofishing,-0.277497861,0.167015389,-0.011685154,0.441488211,0.074303933,0.415282841,53.90786,-1.655955022,20273538,93,30.5,0.556315104,1,-6.709338379,0.001006714,716.3075562,12.97800255,10.43193806,10.5921478,POINT (-1.655955022 53.90786),2040048790,-8.60E-06,0.013277488,0.11728323,0.127203688,Intermediate
S542,1989,2013,5,Electrofishing,0,0.526858662,-0.003218528,0.79725238,0.019818311,0.142376425,52.25484,-0.307884778,20316016,35,30.5,57.61105783,0.128996012,-4.116699007,0.065031357,970.0847168,33.18426895,12.44784248,1.702207491,POINT (-0.307884778 52.25484),2040048790,-1.50E-05,0.086410733,0.013296449,0.806495941,Intermediate
S5600,1984,2017,6,Electrofishing,-0.119598821,0.615717668,0.01498609,0.272637543,0.041854371,0.180225576,52.16861,-1.710456724,20318681,42,30.5,56.98972926,0.057758189,-9.786049678,4.87E-05,1004.717834,39.42474747,11.80132644,6.545352983,POINT (-1.710456724 52.16861),2040048790,-3.35E-05,0.060289174,-0.023064188,0.707114231,Intermediate
S7223,1992,2013,6,Electrofishing,-0.236939551,0.009759193,-0.00721548,0.821525423,-0.004550365,0.506916436,52.06358,-1.966958876,20320275,33,30.5,3.847764757,0.8656491,-8.129272461,0.042331038,903.8668213,51.25579834,12.34010639,14.38448517,POINT (-1.966958876 52.06358),2040048790,-7.76E-06,0.132854956,0.072371169,0.259656356,Intermediate
S9703,1993,2013,5,Electrofishing,0,0.809496231,-0.011506709,0.60770814,-0.023411837,0.646429943,52.46902,-2.820215353,20310220,156,30.5,20.36425781,0.694644497,9.934814607,0.238924219,349.4114685,29.77044106,10.7026805,2.67578918,POINT (-2.820215353 52.46902),2040048790,-3.38E-06,0.220671362,0.094007371,1,Intermediate
S1817,1983,2005,15,Electrofishing_wholesection,0,0.015368853,0.027693208,0.169645513,-0.002752185,0.883494108,48.48467,-2.568462308,20412105,62,30.547438,7.333984375,0.526178097,-3.878068363,0.26732702,273.2286377,25.65582848,13.47797778,1.101254627,POINT (-2.568462308 48.48467),2040021040,-3.76E-05,0.000250205,-0.008872568,0.692180773,Warm
S80,1994,2006,4,Electrofishing_partialsection,0,0.966155128,0.080266297,0.058587575,-11.69546333,0.358430939,48.73169,7.949642373,20405493,123,30.589466,-17.13535156,0.760332308,1.684357113,0.360121648,662.7269897,9.643065453,12.46991505,1238.736994,POINT (7.949642373 48.73169),2040023010,-6.64E-06,0.089429359,0.019416588,0.734095182,Intermediate
S1003,2007,2017,6,Electrofishing_partialsection,0,0.34276348,0.071308588,0.212911903,0.110922368,0.170827714,45.05736,3.061141767,20502893,872,30.629547,25.99420166,0.533416513,2.662414551,0.876269664,160.8058929,15.30652237,10.43897345,6.352295269,POINT (3.061141767 45.05736),2040020320,1.42E-06,0.452370361,-0.028657579,1,Intermediate
S7117,1994,2018,17,Electrofishing_backpack,-0.30000519,0.004042108,0.033157851,0.033561412,0.499047801,0.626658178,64.17563,19.66264,20090659,191,30.75,1.063401576,0.07983872,0.067268908,0.440876499,136.2993927,0.77114439,5.545290663,191.3394239,POINT (19.66264 64.17563),2040030110,-2.32E-06,0.004479054,-0.00137057,1,Cold
S49,1993,2006,14,Electrofishing_partialsection,0.562796883,0.009635548,0.040878556,0.125311111,-2.968167135,0.740486134,48.03707,7.567940611,20425171,183,30.757507,48.30498047,0.273561412,-20.08032672,1.95E-05,1015.326843,29.30545044,12.58772536,1083.183429,POINT (7.567940611 48.03707),2040023010,-7.31E-06,0.125311111,-0.109745634,0.273561412,Intermediate
S4441,2001,2017,17,Electrofishing,0,0.214239688,0.035512662,0.43382684,0.194275175,0.713214217,41.68959,2.456891,20576181,162,30.939987,-15.71610514,0.901649505,-4.811697133,0.108161355,935.038147,33.61549377,14.91734798,117.0306438,POINT (2.456891 41.68959),2040016230,6.65E-07,0.836819705,,,Warm
S4723,1994,2017,21,Electrofishing_partialsection,-0.218444278,0.126069281,-0.000135264,0.980210979,-3.230407941,0.341424292,47.21547,-0.08005605,20448932,38,30.978224,39.99543152,0.00228125,1.78594123,0.637438185,382.0047302,37.90922165,15.05438656,443.2235804,POINT (-0.08005605 47.21547),2040021030,-1.70E-05,0.001520842,-0.053236457,0.049669425,Warm
S11227,1991,2016,7,Electrofishing,0,0.707793561,0.007611497,0.566590312,-0.016159977,0.864842235,52.11596,0.005255903,20319382,20,31,155.6169922,0.085570506,-11.48358154,0.000687795,1604.052002,82.99557495,12.41164808,5.682921346,POINT (0.005255903 52.11596),2040048790,-1.36E-05,0.071505416,0.009983936,1,Intermediate
S11415,1992,2007,6,Electrofishing,0,0.804726162,0.050989031,0.079109215,0.003023368,0.936327612,51.7478,0.536535898,20329827,25,31,45.89705404,0.964089361,-2.782131195,0.44404364,1989.77124,32.11712646,12.74990235,5.440096436,POINT (0.536535898 51.7478),2040048790,-1.58E-05,0.132854956,-0.080107993,0.259656356,Intermediate
S11458,1986,2007,8,Electrofishing,0.232315582,0.286222408,0.061639836,0.008034765,-0.11230798,0.263098489,51.74339,0.614517852,20329389,34,31,224.0308594,0.214713301,-7.64327131,0.011154735,1804.746948,21.0470562,12.71654374,8.389106338,POINT (0.614517852 51.74339),2040048790,-5.00E-05,0.035447893,-0.009522834,0.901538627,Warm
S11461,1986,2016,11,Electrofishing,0,0.199772684,0.023801029,0.117895002,0.010296698,0.931145502,51.74333,0.617411516,20329389,34,31,53.01098633,0.61012677,-6.296905518,0.000314275,1822.437378,19.88560295,12.70531893,8.600508004,POINT (0.617411516 51.74333),2040048790,-1.78E-05,0.00506931,-0.088491773,0.029272509,Warm
S11502,1985,2009,9,Electrofishing,0,1,0.041642226,0.03765485,0.005132665,0.997452268,52.08716,0.684206434,20323357,53,31,94.64813329,0.029854754,0.652582804,0.907038481,894.7648315,108.7354507,12.52328915,1.705414458,POINT (0.684206434 52.08716),2040048790,-2.84E-05,0.002499029,-0.004398956,0.602167528,Intermediate
S11595,1986,2018,11,Electrofishing,0.12099314,0.323247164,0.026374508,0.028909956,-0.001354751,0.945657134,52.76425,0.951011308,20302704,35,31,22.72015603,0.031261873,0.70944397,0.768456973,463.2845764,75.66309357,12.19427052,2.553443169,POINT (0.951011308 52.76425),2040048790,-5.78E-06,0.212911903,-0.12220818,0.012731364,Intermediate
S11666,1987,2018,7,Electrofishing,0,0.8160858,0.025483574,0.031022166,0.0063135,0.673112759,52.63754,1.156816397,20306476,34,31,45.29005069,0.024190696,-10.16166825,0.000886176,784.9992065,70.35820007,12.40958425,3.197811229,POINT (1.156816397 52.63754),2040048790,-1.74E-05,0.133128484,-0.043433423,0.548005572,Intermediate
S218,2006,2018,12,Electrofishing,0,0.276736729,0.075950084,0.24638736,-0.005464693,0.587713834,51.79604,-0.128336622,20327978,63,31,95.36848958,0.854777098,5.850087738,0.669334014,4471.353027,44.82670212,12.27007785,2.044801597,POINT (-0.128336622 51.79604),2040048790,8.96E-07,0.582405306,-0.132367176,0.148561775,Intermediate
S2248,1994,2004,11,Electrofishing_partialsection,0,0.769875,0.003290229,0.640428787,0.134432911,0.717450135,48.57736,1.584899834,20409672,124,31,15.91101074,0.876269664,-0.372183664,1,905.5402832,13.72095871,13.54968515,6.226999302,POINT (1.584899834 48.57736),2040022150,-4.94E-06,0.012731364,-0.080746218,0.212911903,Warm
S2272,1994,2017,22,Electrofishing_partialsection,-0.133020649,0.453475456,0.013579047,0.47193904,-0.583192501,0.229217996,47.48546,1.189954012,20441264,85,31,149.1111935,0.002688006,6.548435393,0.157405664,560.8181152,39.06809616,14.99971364,44.62537218,POINT (1.189954012 47.48546),2040021030,-1.77E-05,0.000471328,-0.003193333,0.8656491,Warm
S2447,2001,2016,14,Electrofishing,0,0.253216718,-0.025512218,0.620425294,0.270242059,0.223441628,51.54609,-0.8497534,20334616,66,31,-142.3012695,0.300427117,-10.866745,0.0216674,1396.63147,39.97307205,12.64793831,12.09703464,POINT (-0.8497534 51.54609),2040048790,-1.76E-06,0.661415917,-0.101976282,0.021488739,Intermediate
S2462,2003,2016,11,Electrofishing,0,0.430883272,-0.043682182,0.381074482,0.501642784,0.2057363,51.55877,-0.87147548,20334615,74,31,-318.9836426,0.079801929,-16.2893219,0.008595046,1414.932495,38.75699997,12.57487234,11.38869094,POINT (-0.87147548 51.55877),2040048790,-4.19E-06,0.275757848,-0.005201186,1,Intermediate
S2503,1984,2015,20,Electrofishing_partialsection,0,0.389286511,0.020559386,0.071856486,-0.217007654,0.301161605,49.68781,4.989095629,20381654,171,31,24.0945282,0.03364044,2.125450282,0.158294327,481.5871582,30.28430367,12.53453249,27.09441295,POINT (4.989095629 49.68781),2040022160,-7.00E-06,0.001318217,0.061616466,0.018853377,Intermediate
S259,1999,2011,7,Electrofishing_backpack,0,0.775161696,-0.012157552,0.669334014,0.087470967,0.468598956,55.85021,13.60753,20235590,71,31,7.073068619,0.502158252,8.482554436,0.669334014,29.2922039,23.84087372,9.842914434,4.970347724,POINT (13.60753 55.85021),2040031500,-3.58E-06,0.367520738,0.13252127,0.312216388,Intermediate
S3250,2003,2016,9,Electrofishing,0,0.738014039,-0.043937473,0.324423691,0.363690894,0.281391112,51.64228,-1.16408808,20332250,54,31,-70.85791016,0.82666597,-21.79353841,0.016006155,1631.957275,51.10116577,12.39306317,9.568745679,POINT (-1.16408808 51.64228),2040048790,-5.10E-06,0.348082624,-0.021871878,1,Intermediate
S3383,1993,2018,24,Electrofishing,-0.455713664,0.00018449,0.011044708,0.53712694,0.028247085,0.981636897,51.65846,-1.194699008,20332250,61,31,-25.21048991,0.894787104,-15.46322174,0.000807195,1587.513062,48.19669724,12.4325,9.812139778,POINT (-1.194699008 51.65846),2040048790,-1.56E-05,0.000389601,0.004773533,0.823349012,Intermediate
S3425,1987,2006,14,Electrofishing_wholesection,0.627064492,4.27E-05,0.021638421,0.455535412,0.122210007,0.903748419,43.8953,4.006691246,20527128,81,31,65.08968099,0.673188748,-5.992778651,0.381032385,1047.187744,45.72060394,14.7371111,12.77642755,POINT (4.006691246 43.8953),2040016230,-2.27E-05,0.037497491,0.008732561,0.742556822,Warm
S3590,2007,2017,10,Electrofishing_partialsection,0,0.213880748,0.01882786,0.640428787,-0.206468079,0.675671441,43.38405,3.446648719,20538153,11,31,91.70092773,0.876269664,-1.864243507,0.161124949,1033.288208,3.6806252,16.41598567,51.68576055,POINT (3.446648719 43.38405),2040016230,5.38E-06,0.020044669,0.051414467,0.178804648,Warm
S4090,2005,2017,10,Electrofishing_partialsection,-0.416666667,0.026439716,0.057486662,0.200128118,0.381587791,0.876669592,48.52372,6.598309565,20411216,251,31,112.0071411,0.076850872,17.11923599,0.24638736,842.4185791,52.99090195,12.20932801,36.25727651,POINT (6.598309565 48.52372),2040023010,-5.75E-07,0.591505037,-0.015449273,0.858027657,Intermediate
S4182,1992,2012,4,Electrofishing,0.052223297,0.676469136,-0.000131532,1,-0.019264511,0.491753321,52.65192,-1.447914376,20306571,101,31,141.4612693,0.290560755,-9.221990192,0.012198669,1833.008545,44.89467239,11.68943773,1.151597686,POINT (-1.447914376 52.65192),2040048790,-7.50E-06,0.089429359,0.113494468,0.308179547,Intermediate
S5033,2002,2012,10,Electrofishing,0,0.385152221,-0.144060798,0.119470987,0.10755754,0.267089942,51.79339,-1.564968591,20330284,109,31,-99.73811849,0.640428787,-34.36193848,0.086768173,1059.364624,86.82357788,11.96635526,2.949672281,POINT (-1.564968591 51.79339),2040048790,-1.17E-06,0.07363827,0.040580389,0.763890593,Intermediate
S5130,1992,2006,6,Electrofishing,0,0.311060767,0.064940393,0.017530703,-0.05112128,0.364665355,51.86179,-1.593875369,20327233,125,31,49.87548828,0.428480419,3.862457275,0.843085229,783.6802979,108.1195908,11.94539726,2.166589961,POINT (-1.593875369 51.86179),2040048790,-1.26E-05,0.132854956,-0.026277912,1,Intermediate
S5389,1996,2014,16,Electrofishing,-0.322748612,0.019956062,-0.011873348,0.484107538,0.083018112,0.42818338,53.90605,-1.648359454,20273540,93,31,0.556315104,1,-6.709338379,0.001006714,716.3075562,12.97800255,10.51625589,11.79427107,POINT (-1.648359454 53.90605),2040048790,-9.03E-06,6.15E-05,0.09284165,0.001390582,Intermediate
S6642,1991,2016,11,Electrofishing,0.176435273,0.011644017,0.002649705,0.825547569,0.03217729,0.353529186,52.15848,-1.872297589,20318353,40,31,8.779672476,0.791395737,-9.699829102,8.73E-05,929.9118652,44.32057571,11.97729752,4.177249678,POINT (-1.872297589 52.15848),2040048790,-9.96E-06,0.029272509,-0.016152761,0.436274929,Intermediate
S6930,1995,2016,6,Electrofishing,0,0.10773735,-0.005051373,0.693011886,0.020116556,0.485150396,54.54644,-1.930404625,20260278,183,31,-5.023046875,0.611760029,-3.723068237,0.142568659,193.8756866,28.51498985,9.753355856,5.166927677,POINT (-1.930404625 54.54644),2040048790,-2.26E-06,0.00853492,-0.225686977,0.734095182,Intermediate
S935,1985,2017,10,Electrofishing,0,0.213882088,0.017258369,0.117597991,0.009650299,0.583714373,53.2983,-0.413979842,20288332,12,31,16.68246954,0.545656108,-2.08585427,0.744891473,687.1338501,93.03746796,11.85696938,3.831914291,POINT (-0.413979842 53.2983),2040048790,-1.55E-05,0.002357528,-0.004079885,0.858027657,Intermediate
S9365,1993,2013,5,Electrofishing,0,0.805213576,-0.000887661,1,-0.014677609,0.452265986,51.01451,-2.620937386,20348438,24,31,142.6529763,0.049669425,4.418435778,0.450295153,819.6654663,69.7541275,12.1938444,9.77383714,POINT (-2.620937386 51.01451),2040048790,2.80E-06,0.806495941,0.006906819,1,Intermediate
S9543,2000,2013,7,Electrofishing,0,0.712177983,-0.035947238,0.228439809,-0.075679079,0.614789934,54.65202,-2.734287754,20257817,144,31,-14.35236468,0.584070367,-5.685516357,0.228439809,176.5241852,14.5505228,9.114106078,12.25673302,POINT (-2.734287754 54.65202),2040048790,-1.27E-06,0.035498131,-0.083835705,0.148561775,Intermediate
S9562,1999,2013,9,Electrofishing,0,0.579126949,-0.034525273,0.113287208,-0.055625296,0.489282578,54.65168,-2.7414885,20257816,144,31,-6.439239502,0.620690717,-4.18488778,0.276278416,175.2532654,14.32929707,9.143472824,4.736044668,POINT (-2.7414885 54.65168),2040048790,-1.83E-06,0.028567682,-0.021995511,0.806495941,Intermediate
S9564,1999,2013,10,Electrofishing,0,0.688415602,-0.034525273,0.113287208,-0.055625296,0.489282578,54.65139,-2.742413073,20257816,144,31,-6.439239502,0.620690717,-4.18488778,0.276278416,175.2532654,14.32929707,9.143472824,4.736044668,POINT (-2.742413073 54.65139),2040048790,-1.68E-06,0.049097982,0.111394183,0.806495941,Intermediate
S9588,1999,2013,9,Electrofishing,0,0.437694232,-0.035990611,0.137645846,-0.072494765,0.42571707,54.64931,-2.751286435,20258207,148,31,-5.228222656,0.620690717,-3.642659848,0.322299596,169.2134552,11.43824482,9.210220812,3.899554485,POINT (-2.751286435 54.64931),2040048790,-1.30E-06,0.047603955,-0.039839804,0.548005572,Intermediate
S9604,1993,2014,4,Electrofishing,0,0.925773038,-0.000153034,1,-0.025419453,0.641629389,54.27783,-2.757149675,20265930,58,31,-5.137155633,0.8656491,-8.741304096,0.214713301,511.0903015,61.43254471,9.718893245,11.22873237,POINT (-2.757149675 54.27783),2040048790,-1.82E-06,0.308179547,0.083580712,0.296269871,Intermediate
S3286,1989,2006,13,Electrofishing_partialsection,0,0.859769783,0.018108225,0.448718016,0.153561708,0.656731753,48.92346,2.750257455,20400388,48,31.129547,-9.396709736,0.82021675,-1.800354004,0.048879592,633.0030518,8.11134243,14.20733713,29.37844312,POINT (2.750257455 48.92346),2040022150,-1.57E-05,0.076850872,-0.036579623,0.360121648,Warm
S11068,1994,2008,5,Electrofishing,0,0.737674966,0.033832597,0.276278416,-0.067886451,0.338899834,50.4204,-4.663526689,20363970,77,31.195114,8.769287109,0.113287208,0.330674648,0.276278416,135.2337036,3.237704039,12.28938761,6.443074406,POINT (-4.663526689 50.4204),2040048790,-1.37E-07,1,0.081812692,0.220671362,Intermediate
S11080,1994,2011,5,Electrofishing,0.113636364,0.429897762,0.022733058,0.544486057,-0.056830766,0.250147724,50.44167,-4.677552704,20363970,80,31.238659,13.99534098,0.05824027,0.348091125,0.288882804,173.4790955,2.492280006,12.27195571,6.367013301,POINT (-4.677552704 50.44167),2040048790,2.23E-09,1,-0.016185301,0.086410733,Intermediate
S11560,1984,2017,12,Electrofishing,0,0.331312746,0.026476493,0.026170891,-0.001056028,0.704800428,51.91023,0.827773876,20323720,41,31.241676,62.45492788,0.766856768,-6.016514369,0.02423927,857.5779419,38.18649673,12.59224964,1.790058841,POINT (0.827773876 51.91023),2040048790,-2.97E-05,0.001268955,-0.038538845,0.046744941,Intermediate
S10188,2001,2014,7,Electrofishing_backpack,0,0.234850393,0.009520918,0.912814027,1.610428794,0.296636225,60.52479,26.86192,20155489,11,31.275993,-28.84533691,0.062698116,-0.776735425,0.004417021,391.9441833,1.312795043,7.76328949,176.5486991,POINT (26.86192 60.52479),2040028660,-4.12E-06,0.071505416,0.03208283,0.548005572,Cold
S8743,1997,2013,5,Electrofishing_backpack,-0.098821177,0.164279702,0.013064549,0.650463123,0.753094239,0.214089848,60.90204,26.81223,20149410,73,31.349419,-3.393668039,0.232248742,-0.235447055,0.011979409,128.2898407,0.407858402,7.338655427,44.2674202,POINT (26.81223 60.90204),2040028660,1.02E-06,0.806495941,0.090568416,0.296269871,Cold
S928,2004,2018,14,Electrofishing_backpack,0,0.007836169,0.025516204,0.322299596,0.01195708,0.80864517,56.42154,12.85004,20224858,94,31.440983,-3.032852173,0.276278416,0.267427717,0.7665253,236.3934021,10.84970474,9.849964902,8.261160748,POINT (12.85004 56.42154),2040031500,3.09E-06,0.000688336,-0.033269285,0.048069978,Intermediate
S3285,1995,2006,12,Electrofishing_partialsection,0,0.655260157,0.075621651,0.046744941,-1.116700634,0.05071816,48.29123,2.692488253,20417585,69,31.464466,-140.1639346,0.303673215,5.102159228,0.243722285,704.9537964,12.44261074,14.12124219,19.66299528,POINT (2.692488253 48.29123),2040022150,-1.19E-05,0.086471128,-0.107613489,0.192616274,Warm
